"","JDate","Year","unitbox","RFID","Seconds","Nest","FemaleRFID","MaleRFID","focal","HatchDate","Offset","UniqueRecord","FullTime","Hours","HoursSq","Sex","JDateSq","treatment","Illumination","Location","HD","HD_Jdate","HDJ","FD","Sc.Seconds","Sc.Year","Sc.DOY","cloud","Sky.Cov.y"
"1",145,2015,"2126","0418945C34",23614,"126","0418942DBA","0418945C34","Yes","5/24/15",1,"0418945C34_145_23614",12551614,6.55944444444444,43.0263114197531,"M",21025,"High",52.5,"Ithaca",2015-05-24,144,144,164,1.90634466145997,"15",-2.1463970156699,0.46,0.46
"2",146,2015,"2126","0418945C34",18998,"126","0418942DBA","0418945C34","Yes","5/24/15",2,"0418945C34_146_18998",12633398,5.27722222222222,27.849074382716,"M",21316,"High",62.2,"Ithaca",2015-05-24,144,144,164,-0.835072274304546,"15",-2.0337476663296,0.53,0.53
"3",146,2016,"2118","04186ED791",23467,"118","0419179244","04186ED791","Yes","5/24/16",0,"04186ED791_146_23467",12637867,6.518611,42.49229,"M",21316,"Low Tape",81.2,"Ithaca",2016-05-24,145,145,165,1.81904217238775,"16",-2.0337476663296,0.211111111111111,0.211111111111111
"4",147,2015,"2126","0418945C34",21869,"126","0418942DBA","0418945C34","Yes","5/24/15",3,"0418945C34_147_21869",12722669,6.07472222222222,36.9022500771605,"M",21609,"High",71.3,"Ithaca",2015-05-24,144,144,164,0.869998787779494,"15",-1.9210983169893,0.15,0.15
"5",147,2016,"277","041868D041",20240,"77","04186ED2D1","041868D041","Yes","5/25/16",-1,"041868D041_147_20240",12721040,5.622222,31.60938,"M",21609,"Short Cort",72.1,"Ithaca",2016-05-25,146,146,166,-0.0974553258167795,"16",-1.9210983169893,0.06,0.06
"6",147,2016,"2118","04186ED791",23784,"118","0419179244","04186ED791","Yes","5/24/16",1,"04186ED791_147_23784",12724584,6.606667,43.64804,"M",21609,"Low Tape",72.1,"Ithaca",2016-05-24,145,145,165,2.00730672365234,"16",-1.9210983169893,0.06,0.06
"7",148,2015,"2126","0418945C34",20664,"126","0418942DBA","0418945C34","Yes","5/24/15",4,"0418945C34_148_20664",12807864,5.74,32.9476,"M",21904,"High",79.8,"Ithaca",2015-05-24,144,144,164,0.154355935180654,"15",-1.80844896764899,0.22,0.22
"8",148,2015,"277","041868D041",20365,"77","04186EB240","041868D041","Yes","5/27/15",1,"041868D041_148_20365",12807565,5.656944,32.00102,"M",21904,"DMSO",79.8,"Ithaca",2015-05-27,147,147,167,-0.0232185153812152,"15",-1.80844896764899,0.22,0.22
"9",148,2016,"2118","04186ED791",23504,"118","0419179244","04186ED791","Yes","5/24/16",2,"04186ED791_148_23504",12810704,6.528889,42.62639,"M",21904,"Low Tape",61.8,"Ithaca",2016-05-24,145,145,165,1.84101626827667,"16",-1.80844896764899,0.16,0.16
"10",148,2016,"277","041868D041",19632,"77","04186ED2D1","041868D041","Yes","5/25/16",0,"041868D041_148_19632",12806832,5.453333,29.73884,"M",21904,"Short Cort",61.8,"Ithaca",2016-05-25,146,146,166,-0.458543171775364,"16",-1.80844896764899,0.16,0.16
"11",149,2015,"2126","0418945C34",20511,"126","0418942DBA","0418945C34","Yes","5/24/15",5,"0418945C34_149_20511",12894111,5.6975,32.46151,"M",22201,"High",87.1,"Ithaca",2015-05-24,144,144,164,0.0634900792075238,"15",-1.69579961830869,0,0
"12",149,2015,"214","0418946B5D",22468,"14","04186EC42E","0418946B5D","Yes","5/28/15",1,"0418946B5D_149_22468",12896068,6.241111,38.95147,"M",22201,"High",87.1,"Ithaca",2015-05-28,148,148,168,1.22574158338672,"15",-1.69579961830869,0,0
"13",149,2015,"277","041868D041",20534,"77","04186EB240","041868D041","Yes","5/27/15",2,"041868D041_149_20534",12894134,5.703889,32.53435,"M",22201,"DMSO",87.1,"Ithaca",2015-05-27,147,147,167,0.0771496523276676,"15",-1.69579961830869,0,0
"14",149,2015,"238","041868F39C",22330,"38","0417939A3D","041868F39C","Yes","5/28/15",1,"041868F39C_149_22330",12895930,6.202778,38.47445,"M",22201,"Control",87.1,"Ithaca",2015-05-28,148,148,168,1.14378414466585,"15",-1.69579961830869,0,0
"15",149,2016,"2118","04186ED791",22554,"118","0419179244","04186ED791","Yes","5/24/16",3,"04186ED791_149_22554",12896154,6.265,39.25023,"M",22201,"Low Tape",50.6,"Ithaca",2016-05-24,145,145,165,1.27681650896639,"16",-1.69579961830869,0.14,0.14
"16",149,2016,"277","041868D041",20370,"77","04186ED2D1","041868D041","Yes","5/25/16",1,"041868D041_149_20370",12893970,5.658333,32.01674,"M",22201,"Short Cort",50.6,"Ithaca",2016-05-25,146,146,166,-0.0202490429637927,"16",-1.69579961830869,0.14,0.14
"17",149,2016,"2103","0418941B5C",23539,"103","041868E6D5","0418941B5C","Yes","5/27/16",-3,"0418941B5C_149_23539",12897139,6.538611,42.75344,"M",22201,"DMSO",50.6,"Ithaca",2016-05-27,148,148,168,1.86180257519863,"16",-1.69579961830869,0.14,0.14
"18",150,2015,"238","041868F39C",19801,"38","0417939A3D","041868F39C","Yes","5/28/15",2,"041868F39C_150_19801",12979801,5.500278,30.25306,"M",22500,"Control",93.1,"Ithaca",2015-05-28,148,148,168,-0.358175004066481,"15",-1.58315026896838,0.6,0.6
"19",150,2015,"214","0418946B5D",20880,"14","04186EC42E","0418946B5D","Yes","5/28/15",2,"0418946B5D_150_20880",12980880,5.8,33.64,"M",22500,"High",93.1,"Ithaca",2015-05-28,148,148,168,0.282637143613309,"15",-1.58315026896838,0.6,0.6
"20",150,2015,"2126","0418945C34",20961,"126","0418942DBA","0418945C34","Yes","5/24/15",6,"0418945C34_150_20961",12980961,5.8225,33.90151,"M",22500,"High",93.1,"Ithaca",2015-05-24,144,144,164,0.330742596775555,"15",-1.58315026896838,0.6,0.6
"21",150,2015,"2104","04186EA049",19733,"104","041894614B","04186EA049","Yes","5/25/15",5,"04186EA049_150_19733",12979733,5.481389,30.04562,"M",22500,"Control",93.1,"Ithaca",2015-05-25,145,145,165,-0.398559828943428,"15",-1.58315026896838,0.6,0.6
"22",150,2015,"2111","041868C602",21049,"111","041894557D","041868C602","Yes","5/29/15",1,"041868C602_150_21049",12981049,5.846944,34.18676,"M",22500,"Long",93.1,"Ithaca",2015-05-29,149,149,169,0.383005311322192,"15",-1.58315026896838,0.6,0.6
"23",150,2015,"277","041868D041",20289,"77","04186EB240","041868D041","Yes","5/27/15",3,"041868D041_150_20289",12980289,5.635833,31.76262,"M",22500,"DMSO",93.1,"Ithaca",2015-05-27,147,147,167,-0.0683544961260383,"15",-1.58315026896838,0.6,0.6
"24",150,2015,"264","04186EB8C8",20810,"64","0418944690","04186EB8C8","Yes","5/24/15",6,"04186EB8C8_150_20810",12980810,5.780556,33.41482,"M",22500,"Low",93.1,"Ithaca",2015-05-24,144,144,164,0.241064529769393,"15",-1.58315026896838,0.6,0.6
"25",150,2015,"285","041868BD7F",21111,"85","0418945F71","041868BD7F","Yes","5/29/15",1,"041868BD7F_150_21111",12981111,5.864167,34.38845,"M",22500,"Low",93.1,"Ithaca",2015-05-29,149,149,169,0.419826769298232,"15",-1.58315026896838,0.6,0.6
"26",150,2016,"2118","04186ED791",21323,"118","0419179244","04186ED791","Yes","5/24/16",4,"04186ED791_150_21323",12981323,5.923056,35.08259,"M",22500,"Low Tape",39,"Ithaca",2016-05-24,145,145,165,0.545732399796949,"16",-1.58315026896838,0.455555555555556,0.455555555555556
"27",150,2016,"275","041917CBCB",19696,"75","0418946F4E","041917CBCB","Yes","5/27/16",0,"041917CBCB_150_19696",12979696,5.471111,29.93306,"M",22500,"DMSO",39,"Ithaca",2016-05-27,148,148,168,-0.420533924832355,"16",-1.58315026896838,0.455555555555556,0.455555555555556
"28",150,2016,"284","041868BD7F",21660,"84","0418945F71","041868BD7F","Yes","5/28/16",-2,"041868BD7F_150_21660",12981660,6.016667,36.20028,"M",22500,"Low Tape",39,"Ithaca",2016-05-28,149,149,169,0.74587484073123,"16",-1.58315026896838,0.455555555555556,0.455555555555556
"29",150,2016,"2103","0418941B5C",21280,"103","041868E6D5","0418941B5C","Yes","5/27/16",-2,"0418941B5C_150_21280",12981280,5.911111,34.94123,"M",22500,"DMSO",39,"Ithaca",2016-05-27,148,148,168,0.520194937007115,"16",-1.58315026896838,0.455555555555556,0.455555555555556
"30",150,2016,"287","041917C661",25593,"87","0419178E3A","041917C661","Yes","5/28/16",-5,"041917C661_150_25593",12985593,7.109167,50.54025,"M",22500,"Low Tape",39,"Ithaca",2016-05-28,149,149,169,3.08166184427582,"16",-1.58315026896838,0.455555555555556,0.455555555555556
"31",150,2016,"2111","041868C602",19570,"111","041894557D","041868C602","Yes","5/28/16",-1,"041868C602_150_19570",12979570,5.436111,29.5513,"M",22500,"Control",39,"Ithaca",2016-05-28,149,149,169,-0.495364629751404,"16",-1.58315026896838,0.455555555555556,0.455555555555556
"32",150,2016,"230","041868DF81",27490,"30","04186E911F","041868DF81","Yes","5/28/16",0,"041868DF81_150_27490",12987490,7.636111,58.31019,"M",22500,"Short Cort",39,"Ithaca",2016-05-28,149,149,169,4.20827967944595,"16",-1.58315026896838,0.455555555555556,0.455555555555556
"33",150,2016,"277","041868D041",20131,"77","04186ED2D1","041868D041","Yes","5/25/16",2,"041868D041_150_20131",12980131,5.591944,31.26984,"M",22500,"Short Cort",39,"Ithaca",2016-05-25,146,146,166,-0.162189824516592,"16",-1.58315026896838,0.455555555555556,0.455555555555556
"34",150,2019,"2_103","04198EAB87",21521,"103","04198E21F5","04198EAB87","Yes","5/29/19",1,"04198EAB87_150_21521",12981521,5.978055556,35.73714823,"M",22500,"Control_Control",59.9,"Ithaca",2019-05-29,149,149,169,0.663323507526883,"19",-1.58315026896838,0.86,0.86
"35",151,2015,"285","041868BD7F",22685,"85","0418945F71","041868BD7F","Yes","5/29/15",2,"041868BD7F_151_22685",13069085,6.301389,39.7075,"M",22801,"Low",97.4,"Ithaca",2015-05-29,149,149,169,1.35461668630286,"15",-1.47050091962808,0.95,0.95
"36",151,2015,"214","0418946B5D",22726,"14","04186EC42E","0418946B5D","Yes","5/28/15",3,"0418946B5D_151_22726",13069126,6.312778,39.85116,"M",22801,"High",97.4,"Ithaca",2015-05-28,148,148,168,1.37896636012572,"15",-1.47050091962808,0.95,0.95
"37",151,2015,"265","04189423AE",23091,"65","0417937522","04189423AE","Yes","5/27/15",4,"04189423AE_151_23091",13069491,6.414167,41.14153,"M",22801,"Long",97.4,"Ithaca",2015-05-27,147,147,167,1.59573784659757,"15",-1.47050091962808,0.95,0.95
"38",151,2015,"211","0418942581",27225,"11","0418944A22","0418942581","Yes","5/27/15",4,"0418942581_151_27225",13073625,7.5625,57.19141,"M",22801,"High",97.4,"Ithaca",2015-05-27,147,147,167,4.05089764132255,"15",-1.47050091962808,0.95,0.95
"39",151,2015,"264","04186EB8C8",21941,"64","0418944690","04186EB8C8","Yes","5/24/15",7,"04186EB8C8_151_21941",13068341,6.094722,37.14564,"M",22801,"Low",97.4,"Ithaca",2015-05-24,144,144,164,0.912759190590379,"15",-1.47050091962808,0.95,0.95
"40",151,2015,"2111","041868C602",21636,"111","041894557D","041868C602","Yes","5/29/15",2,"041868C602_151_21636",13068036,6.01,36.1201,"M",22801,"Long",97.4,"Ithaca",2015-05-29,149,149,169,0.731621373127602,"15",-1.47050091962808,0.95,0.95
"41",151,2015,"2126","0418945C34",21716,"126","0418942DBA","0418945C34","Yes","5/24/15",7,"0418945C34_151_21716",13068116,6.032222,36.3877,"M",22801,"High",97.4,"Ithaca",2015-05-24,144,144,164,0.779132931806363,"15",-1.47050091962808,0.95,0.95
"42",151,2015,"2104","04186EA049",19895,"104","041894614B","04186EA049","Yes","5/25/15",6,"04186EA049_151_19895",13066295,5.526389,30.54097,"M",22801,"Control",97.4,"Ithaca",2015-05-25,145,145,165,-0.302348922618937,"15",-1.47050091962808,0.95,0.95
"43",151,2015,"277","041868D041",21768,"77","04186EB240","041868D041","Yes","5/27/15",4,"041868D041_151_21768",13068168,6.046667,36.56218,"M",22801,"DMSO",97.4,"Ithaca",2015-05-27,147,147,167,0.810015444947558,"15",-1.47050091962808,0.95,0.95
"44",151,2015,"238","041868F39C",22752,"38","0417939A3D","041868F39C","Yes","5/28/15",3,"041868F39C_151_22752",13069152,6.32,39.9424,"M",22801,"Control",97.4,"Ithaca",2015-05-28,148,148,168,1.39440761669632,"15",-1.47050091962808,0.95,0.95
"45",151,2016,"2103","0418941B5C",20830,"103","041868E6D5","0418941B5C","Yes","5/27/16",-1,"0418941B5C_151_20830",13067230,5.786111,33.47908,"M",22801,"DMSO",27.8,"Ithaca",2016-05-27,148,148,168,0.252942419439084,"16",-1.47050091962808,0.244444444444444,0.244444444444444
"46",151,2016,"2122","04186ED0B4",20120,"122","0419179F46","04186ED0B4","Yes","5/29/16",-2,"04186ED0B4_151_20120",13066520,5.588889,31.23568,"M",22801,"Long Cort",27.8,"Ithaca",2016-05-29,150,150,170,-0.168722663834921,"16",-1.47050091962808,0.244444444444444,0.244444444444444
"47",151,2016,"2118","04186ED791",21558,"118","0419179244","04186ED791","Yes","5/24/16",5,"04186ED791_151_21558",13067958,5.988333,35.86014,"M",22801,"Low Tape",27.8,"Ithaca",2016-05-24,145,145,165,0.68529760341581,"16",-1.47050091962808,0.244444444444444,0.244444444444444
"48",151,2016,"287","041917C661",22019,"87","0419178E3A","041917C661","Yes","5/28/16",-4,"041917C661_151_22019",13068419,6.116389,37.41021,"M",22801,"Low Tape",27.8,"Ithaca",2016-05-28,149,149,169,0.959082960302171,"16",-1.47050091962808,0.244444444444444,0.244444444444444
"49",151,2016,"277","041868D041",19842,"77","04186ED2D1","041868D041","Yes","5/25/16",3,"041868D041_151_19842",13066242,5.511667,30.37847,"M",22801,"Short Cort",27.8,"Ithaca",2016-05-25,146,146,166,-0.333825330243616,"16",-1.47050091962808,0.244444444444444,0.244444444444444
"50",151,2016,"230","041868DF81",24549,"30","04186E911F","041868DF81","Yes","5/28/16",1,"041868DF81_151_24549",13070949,6.819167,46.50103,"M",22801,"Short Cort",27.8,"Ithaca",2016-05-28,149,149,169,2.46163600351799,"16",-1.47050091962808,0.244444444444444,0.244444444444444
"51",151,2016,"251","04189458E9",25598,"51","041959C320","04189458E9","Yes","5/29/16",-2,"04189458E9_151_25598",13071998,7.110556,50.56,"M",22801,"Control",27.8,"Ithaca",2016-05-29,150,150,170,3.08463131669325,"16",-1.47050091962808,0.244444444444444,0.244444444444444
"52",151,2016,"275","041917CBCB",19919,"75","0418946F4E","041917CBCB","Yes","5/27/16",1,"041917CBCB_151_19919",13066319,5.533056,30.6147,"M",22801,"DMSO",27.8,"Ithaca",2016-05-27,148,148,168,-0.288095455015308,"16",-1.47050091962808,0.244444444444444,0.244444444444444
"53",151,2016,"284","041868BD7F",21252,"84","0418945F71","041868BD7F","Yes","5/28/16",-1,"041868BD7F_151_21252",13067652,5.903333,34.84934,"M",22801,"Low Tape",27.8,"Ithaca",2016-05-28,149,149,169,0.503565891469549,"16",-1.47050091962808,0.244444444444444,0.244444444444444
"54",151,2016,"2111","041868C602",19359,"111","041894557D","041868C602","Yes","5/28/16",0,"041868C602_151_19359",13065759,5.3775,28.91751,"M",22801,"Control",27.8,"Ithaca",2016-05-28,149,149,169,-0.620676365766636,"16",-1.47050091962808,0.244444444444444,0.244444444444444
"55",151,2016,"2100","041868D6F6",24730,"100","041868F3AD","041868D6F6","Yes","5/29/16",-1,"041868D6F6_151_24730",13071130,6.869444,47.18927,"M",22801,"Low Tape",27.8,"Ithaca",2016-05-29,150,150,170,2.56913090502869,"16",-1.47050091962808,0.244444444444444,0.244444444444444
"56",151,2018,"463","041917D33E",20203,"63","0419596D99","041917D33E","Yes","5/30/18",1,"041917D33E_151_20203",13066603,5.611944,31.49392,"M",22801,"Control_Stress",97.3,"Ithaca",2018-05-30,150,150,170,-0.119429421705706,"18",-1.47050091962808,0.44,0.44
"57",151,2019,"2_103","04198EAB87",21256,"103","04198E21F5","04198EAB87","Yes","5/29/19",2,"04198EAB87_151_21256",13067656,5.904444444,34.8624642,"M",22801,"Control_Control",71.3,"Ithaca",2019-05-29,149,149,169,0.505941469403487,"19",-1.47050091962808,0.96,0.96
"58",152,2016,"287","041917C661",20226,"87","0419178E3A","041917C661","Yes","5/28/16",-3,"041917C661_152_20226",13153026,5.618333,31.56567,"M",23104,"Low Tape",17.6,"Ithaca",2016-05-28,149,149,169,-0.105769848585563,"16",-1.35785157028778,0,0
"59",152,2016,"2103","0418941B5C",20553,"103","041868E6D5","0418941B5C","Yes","5/27/16",0,"0418941B5C_152_20553",13153353,5.709167,32.59458,"M",23104,"DMSO",17.6,"Ithaca",2016-05-27,148,148,168,0.0884336475138734,"16",-1.35785157028778,0,0
"60",152,2016,"277","041868D041",19323,"77","04186ED2D1","041868D041","Yes","5/25/16",4,"041868D041_152_19323",13152123,5.3675,28.81006,"M",23104,"Short Cort",17.6,"Ithaca",2016-05-25,146,146,166,-0.642056567172079,"16",-1.35785157028778,0,0
"61",152,2016,"275","041917CBCB",19218,"75","0418946F4E","041917CBCB","Yes","5/27/16",2,"041917CBCB_152_19218",13152018,5.338333,28.4978,"M",23104,"DMSO",17.6,"Ithaca",2016-05-27,148,148,168,-0.704415487937953,"16",-1.35785157028778,0,0
"62",152,2016,"284","041868BD7F",22018,"84","0418945F71","041868BD7F","Yes","5/28/16",0,"041868BD7F_152_22018",13154818,6.116111,37.40682,"M",23104,"Low Tape",17.6,"Ithaca",2016-05-28,149,149,169,0.958489065818686,"16",-1.35785157028778,0,0
"63",152,2016,"2100","041868D6F6",23622,"100","041868F3AD","041868D6F6","Yes","5/29/16",0,"041868D6F6_152_23622",13156422,6.561667,43.05547,"M",23104,"Low Tape",17.6,"Ithaca",2016-05-29,150,150,170,1.91109581732785,"16",-1.35785157028778,0,0
"64",152,2016,"2122","04186ED0B4",21464,"122","0419179F46","04186ED0B4","Yes","5/29/16",-1,"04186ED0B4_152_21464",13154264,5.962222,35.54809,"M",23104,"Long Cort",17.6,"Ithaca",2016-05-29,150,150,170,0.629471521968266,"16",-1.35785157028778,0,0
"65",152,2016,"2126","0418945C34",28264,"126","041917A424","0418945C34","Yes","5/30/16",0,"0418945C34_152_28264",13161064,7.851111,61.63995,"M",23104,"Long Cort",17.6,"Ithaca",2016-05-30,151,151,171,4.66795400966296,"16",-1.35785157028778,0,0
"66",152,2016,"233","0417F8D3A0",19672,"33","041917A20C","0417F8D3A0","Yes","5/30/16",0,"0417F8D3A0_152_19672",13152472,5.464444,29.86015,"M",23104,"Control",17.6,"Ithaca",2016-05-30,151,151,171,-0.434787392435983,"16",-1.35785157028778,0,0
"67",152,2016,"251","04189458E9",23898,"51","041959C320","04189458E9","Yes","5/29/16",-1,"04189458E9_152_23898",13156698,6.638333,44.06747,"M",23104,"Control",17.6,"Ithaca",2016-05-29,150,150,170,2.07501069476957,"16",-1.35785157028778,0,0
"68",152,2016,"2118","04186ED791",21081,"118","0419179244","04186ED791","Yes","5/24/16",6,"04186ED791_152_21081",13153881,5.855833,34.29078,"M",23104,"Low Tape",17.6,"Ithaca",2016-05-24,145,145,165,0.402009934793697,"16",-1.35785157028778,0,0
"69",152,2016,"221","04186EC024",23370,"21","0418944F2B","04186EC024","Yes","5/29/16",0,"04186EC024_152_23370",13156170,6.491667,42.14174,"M",23104,"Control",17.6,"Ithaca",2016-05-29,150,150,170,1.76143440748975,"16",-1.35785157028778,0,0
"70",152,2016,"2111","041868C602",19666,"111","041894557D","041868C602","Yes","5/28/16",1,"041868C602_152_19666",13152466,5.462778,29.84194,"M",23104,"Control",17.6,"Ithaca",2016-05-28,149,149,169,-0.43835075933689,"16",-1.35785157028778,0,0
"71",152,2016,"230","041868DF81",19872,"30","04186E911F","041868DF81","Yes","5/28/16",2,"041868DF81_152_19872",13152672,5.52,30.4704,"M",23104,"Short Cort",17.6,"Ithaca",2016-05-28,149,149,169,-0.316008495739081,"16",-1.35785157028778,0,0
"72",152,2018,"463","041917D33E",19521,"63","0419596D99","041917D33E","Yes","5/30/18",2,"041917D33E_152_19521",13152321,5.4225,29.40351,"M",23104,"Control_Stress",93.3,"Ithaca",2018-05-30,150,150,170,-0.524465459442145,"18",-1.35785157028778,0.45,0.45
"73",152,2018,"238","041868F39C",21391,"38","04198E1000","041868F39C","Yes","5/31/18",1,"041868F39C_152_21391",13154191,5.941944,35.3067,"M",23104,"Control_Control",93.3,"Ithaca",2018-05-31,151,151,171,0.586117224673896,"18",-1.35785157028778,0.45,0.45
"74",152,2019,"2_103","04198EAB87",21285,"103","04198E21F5","04198EAB87","Yes","5/29/19",3,"04198EAB87_152_21285",13154085,5.9125,34.95765625,"M",23104,"Control_Control",81.6,"Ithaca",2019-05-29,149,149,169,0.523164409424538,"19",-1.35785157028778,0.22,0.22
"75",153,2015,"265","04189423AE",20385,"65","0417937522","04189423AE","Yes","5/27/15",6,"04189423AE_153_20385",13239585,5.6625,32.06391,"M",23409,"Long",99.6,"Ithaca",2015-05-27,147,147,167,-0.011340625711525,"15",-1.24520222094747,0.52,0.52
"76",153,2015,"211","0418942581",22333,"11","0418944A22","0418942581","Yes","5/27/15",6,"0418942581_153_22333",13241533,6.203611,38.48479,"M",23409,"High",99.6,"Ithaca",2015-05-27,147,147,167,1.14556582811631,"15",-1.24520222094747,0.52,0.52
"77",153,2015,"214","0418946B5D",21107,"14","04186EC42E","0418946B5D","Yes","5/28/15",5,"0418946B5D_153_21107",13240307,5.863056,34.37542,"M",23409,"High",99.6,"Ithaca",2015-05-28,148,148,168,0.417451191364294,"15",-1.24520222094747,0.52,0.52
"78",153,2015,"228","041793662F",21612,"28","04186EB480","041793662F","Yes","5/28/15",5,"041793662F_153_21612",13240812,6.003333,36.04001,"M",23409,"Control",99.6,"Ithaca",2015-05-28,148,148,168,0.717367905523974,"15",-1.24520222094747,0.52,0.52
"79",153,2015,"248","041868DD5F",21366,"48","0418944F2B","041868DD5F","Yes","5/30/15",3,"041868DD5F_153_21366",13240566,5.935,35.22422,"M",23409,"Long",99.6,"Ithaca",2015-05-30,150,150,170,0.571269862586783,"15",-1.24520222094747,0.52,0.52
"80",153,2015,"285","041868BD7F",20925,"85","0418945F71","041868BD7F","Yes","5/29/15",4,"041868BD7F_153_20925",13240125,5.8125,33.78516,"M",23409,"Low",99.6,"Ithaca",2015-05-29,149,149,169,0.309362395370113,"15",-1.24520222094747,0.52,0.52
"81",153,2015,"2104","04186EA049",21164,"104","041894614B","04186EA049","Yes","5/25/15",8,"04186EA049_153_21164",13240364,5.878889,34.56133,"M",23409,"Control",99.6,"Ithaca",2015-05-25,145,145,165,0.451303176922911,"15",-1.24520222094747,0.52,0.52
"82",153,2015,"225","04186EB852",20516,"25","0417F908FC","04186EB852","Yes","5/31/15",2,"04186EB852_153_20516",13239716,5.698889,32.47733,"M",23409,"Control",99.6,"Ithaca",2015-05-31,151,151,171,0.0664595516249464,"15",-1.24520222094747,0.52,0.52
"83",153,2015,"277","041868D041",21080,"77","04186EB240","041868D041","Yes","5/27/15",6,"041868D041_153_21080",13240280,5.855556,34.28753,"M",23409,"DMSO",99.6,"Ithaca",2015-05-27,147,147,167,0.401416040310212,"15",-1.24520222094747,0.52,0.52
"84",153,2015,"264","04186EB8C8",22008,"64","0418944690","04186EB8C8","Yes","5/24/15",9,"04186EB8C8_153_22008",13241208,6.113333,37.37284,"M",23409,"Low",99.6,"Ithaca",2015-05-24,144,144,164,0.952550120983841,"15",-1.24520222094747,0.52,0.52
"85",153,2015,"2126","0418945C34",22302,"126","0418942DBA","0418945C34","Yes","5/24/15",9,"0418945C34_153_22302",13241502,6.195,38.37803,"M",23409,"High",99.6,"Ithaca",2015-05-24,144,144,164,1.12715509912829,"15",-1.24520222094747,0.52,0.52
"86",153,2016,"2111","041868C602",18018,"111","041894557D","041868C602","Yes","5/28/16",2,"041868C602_153_18018",13237218,5.005,25.05003,"M",23409,"Control",9.2,"Ithaca",2016-05-28,149,149,169,-1.41708886811937,"16",-1.24520222094747,0.1,0.1
"87",153,2016,"275","041917CBCB",19776,"75","0418946F4E","041917CBCB","Yes","5/27/16",3,"041917CBCB_153_19776",13238976,5.493333,30.17671,"M",23409,"DMSO",9.2,"Ithaca",2016-05-27,148,148,168,-0.373022366153594,"16",-1.24520222094747,0.1,0.1
"88",153,2016,"277","041868D041",20023,"77","04186ED2D1","041868D041","Yes","5/25/16",5,"041868D041_153_20023",13239223,5.561944,30.93523,"M",23409,"Short Cort",9.2,"Ithaca",2016-05-25,146,146,166,-0.226330428732919,"16",-1.24520222094747,0.1,0.1
"89",153,2016,"296","041917A4C1",20187,"96","0419597CD2","041917A4C1","Yes","5/31/16",-2,"041917A4C1_153_20187",13239387,5.6075,31.44406,"M",23409,"Short Cort",9.2,"Ithaca",2016-05-31,152,152,172,-0.128931733441459,"16",-1.24520222094747,0.1,0.1
"90",153,2016,"2126","0418945C34",21500,"126","041917A424","0418945C34","Yes","5/30/16",1,"0418945C34_153_21500",13240700,5.972222,35.66744,"M",23409,"Long Cort",9.2,"Ithaca",2016-05-30,151,151,171,0.650851723373708,"16",-1.24520222094747,0.1,0.1
"91",153,2016,"287","041917C661",19737,"87","0419178E3A","041917C661","Yes","5/28/16",-2,"041917C661_153_19737",13238937,5.4825,30.05781,"M",23409,"Low Tape",9.2,"Ithaca",2016-05-28,149,149,169,-0.39618425100949,"16",-1.24520222094747,0.1,0.1
"92",153,2016,"2100","041868D6F6",19463,"100","041868F3AD","041868D6F6","Yes","5/29/16",1,"041868D6F6_153_19463",13238663,5.406389,29.22904,"M",23409,"Low Tape",9.2,"Ithaca",2016-05-29,150,150,170,-0.558911339484247,"16",-1.24520222094747,0.1,0.1
"93",153,2016,"2118","04186ED791",19766,"118","0419179244","04186ED791","Yes","5/24/16",7,"04186ED791_153_19766",13238966,5.490556,30.1462,"M",23409,"Low Tape",9.2,"Ithaca",2016-05-24,145,145,165,-0.378961310988439,"16",-1.24520222094747,0.1,0.1
"94",153,2016,"221","04186EC024",22864,"21","0418944F2B","04186EC024","Yes","5/29/16",1,"04186EC024_153_22864",13242064,6.351111,40.33661,"M",23409,"Control",9.2,"Ithaca",2016-05-29,150,150,170,1.46092379884658,"16",-1.24520222094747,0.1,0.1
"95",153,2016,"2122","04186ED0B4",20760,"122","0419179F46","04186ED0B4","Yes","5/29/16",0,"04186ED0B4_153_20760",13239960,5.766667,33.25444,"M",23409,"Long Cort",9.2,"Ithaca",2016-05-29,150,150,170,0.211369805595168,"16",-1.24520222094747,0.1,0.1
"96",153,2016,"251","04189458E9",23546,"51","041959C320","04189458E9","Yes","5/29/16",0,"04189458E9_153_23546",13242746,6.540556,42.77887,"M",23409,"Control",9.2,"Ithaca",2016-05-29,150,150,170,1.86595983658302,"16",-1.24520222094747,0.1,0.1
"97",153,2016,"2103","0418941B5C",21297,"103","041868E6D5","0418941B5C","Yes","5/27/16",1,"0418941B5C_153_21297",13240497,5.915833,34.99708,"M",23409,"DMSO",9.2,"Ithaca",2016-05-27,148,148,168,0.530291143226352,"16",-1.24520222094747,0.1,0.1
"98",153,2016,"233","0417F8D3A0",21549,"33","041917A20C","0417F8D3A0","Yes","5/30/16",1,"0417F8D3A0_153_21549",13240749,5.985833,35.8302,"M",23409,"Control",9.2,"Ithaca",2016-05-30,151,151,171,0.679952553064449,"16",-1.24520222094747,0.1,0.1
"99",153,2016,"284","041868BD7F",20825,"84","0418945F71","041868BD7F","Yes","5/28/16",1,"041868BD7F_153_20825",13240025,5.784722,33.46301,"M",23409,"Low Tape",9.2,"Ithaca",2016-05-28,149,149,169,0.249972947021661,"16",-1.24520222094747,0.1,0.1
