"","JDate","Year","unitbox","RFID","Seconds","Nest","FemaleRFID","MaleRFID","focal","HatchDate","Offset","UniqueRecord","FullTime","Hours","HoursSq","Sex","JDateSq","treatment","Illumination","Location","HD","HD_Jdate","HDJ","FD","Sc.Seconds","Sc.Year","Sc.DOY","cloud","Sky.Cov.y"
"612",163,2015,"273","0419179FEC",20118,"73","04186ED2D1","0419179FEC","Yes","5/28/15",15,"0419179FEC_163_20118",14103318,5.588333,31.22947,"M",26569,"Low",19.1,"Ithaca",2015-05-28,148,148,168,-0.16991045280189,"15",-0.118708727544429,0.46,0.46
"613",163,2015,"2113","04186EB7A3",19186,"113","0417CA7E65","04186EB7A3","Yes","6/9/15",3,"04186EB7A3_163_19186",14102386,5.329444,28.40298,"M",26569,"High",19.1,"Ithaca",2015-06-09,160,160,180,-0.723420111409457,"15",-0.118708727544429,0.46,0.46
"614",163,2015,"238","041868F39C",19421,"38","0417939A3D","041868F39C","Yes","5/28/15",15,"041868F39C_163_19421",14102621,5.394722,29.10303,"M",26569,"Control",19.1,"Ithaca",2015-05-28,148,148,168,-0.583854907790596,"15",-0.118708727544429,0.46,0.46
"615",163,2016,"465","041917D33E",20142,"65","04195977FE","041917D33E","Yes","6/7/16",4,"041917D33E_163_20142",14103342,5.595,31.30402,"M",26569,"Control",56.3,"Ithaca",2016-06-07,159,159,179,-0.155656985198262,"16",-0.118708727544429,0.3,0.3
"616",163,2016,"473","0417CAA06A",19825,"73","0419598F4E","0417CAA06A","Yes","6/6/16",5,"0417CAA06A_163_19825",14103025,5.506944,30.32644,"M",26569,"Short Cort",56.3,"Ithaca",2016-06-06,158,158,178,-0.343921536462853,"16",-0.118708727544429,0.3,0.3
"617",163,2016,"2121","041917A152",19667,"121","041959947F","041917A152","Yes","6/7/16",2,"041917A152_163_19667",14102867,5.463056,29.84498,"M",26569,"Short Cort",56.3,"Ithaca",2016-06-07,159,159,179,-0.437756864853406,"16",-0.118708727544429,0.3,0.3
"618",163,2016,"2105","04186EA049",22834,"105","041917B272","04186EA049","Yes","5/29/16",11,"04186EA049_163_22834",14106034,6.342778,40.23083,"M",26569,"Predator",56.3,"Ithaca",2016-05-29,150,150,170,1.44310696434205,"16",-0.118708727544429,0.3,0.3
"619",163,2016,"2106","041917C0C0",19499,"106","041917A917","041917C0C0","Yes","5/30/16",11,"041917C0C0_163_19499",14102699,5.416389,29.33727,"M",26569,"Long Cort",56.3,"Ithaca",2016-05-30,151,151,171,-0.537531138078804,"16",-0.118708727544429,0.3,0.3
"620",163,2016,"277","041868D041",19679,"77","04186ED2D1","041868D041","Yes","5/25/16",15,"041868D041_163_19679",14102879,5.466389,29.88141,"M",26569,"Short Cort",56.3,"Ithaca",2016-05-25,146,146,166,-0.430630131051592,"16",-0.118708727544429,0.3,0.3
"621",163,2016,"221","04186EC024",20037,"21","0418944F2B","04186EC024","Yes","5/29/16",11,"04186EC024_163_20037",14103237,5.565833,30.9785,"M",26569,"Control",56.3,"Ithaca",2016-05-29,150,150,170,-0.218015905964136,"16",-0.118708727544429,0.3,0.3
"622",163,2016,"484","041917B6D3",20624,"84","041959BE4B","041917B6D3","Yes","6/2/16",9,"041917B6D3_163_20624",14103824,5.728889,32.82017,"M",26569,"Short Cort",56.3,"Ithaca",2016-06-02,154,154,174,0.130600155841274,"16",-0.118708727544429,0.3,0.3
"623",163,2016,"298","041917B55B",19923,"98","041959C00D","041917B55B","Yes","6/2/16",8,"041917B55B_163_19923",14103123,5.534167,30.627,"M",26569,"Short Cort",56.3,"Ithaca",2016-06-02,154,154,174,-0.28571987708137,"16",-0.118708727544429,0.3,0.3
"624",163,2016,"2118","04186ED791",19621,"118","0419179244","04186ED791","Yes","5/24/16",17,"04186ED791_163_19621",14102821,5.450278,29.70553,"M",26569,"Low Tape",56.3,"Ithaca",2016-05-24,145,145,165,-0.465076011093694,"16",-0.118708727544429,0.3,0.3
"625",163,2016,"2126","0418945C34",19662,"126","041917A424","0418945C34","Yes","5/30/16",11,"0418945C34_163_19662",14102862,5.461667,29.8298,"M",26569,"Long Cort",56.3,"Ithaca",2016-05-30,151,151,171,-0.440726337270828,"16",-0.118708727544429,0.3,0.3
"626",163,2016,"223","041917CB1E",19997,"23","0418944A22","041917CB1E","Yes","5/27/16",13,"041917CB1E_163_19997",14103197,5.554722,30.85494,"M",26569,"Low Tape",56.3,"Ithaca",2016-05-27,148,148,168,-0.241771685303516,"16",-0.118708727544429,0.3,0.3
"627",163,2016,"275","041917CBCB",20509,"75","0418946F4E","041917CBCB","Yes","5/27/16",13,"041917CBCB_163_20509",14103709,5.696944,32.45518,"M",26569,"DMSO",56.3,"Ithaca",2016-05-27,148,148,168,0.0623022902405548,"16",-0.118708727544429,0.3,0.3
"628",163,2016,"287","041917C661",22093,"87","0419178E3A","041917C661","Yes","5/28/16",8,"041917C661_163_22093",14105293,6.136944,37.66209,"M",26569,"Low Tape",56.3,"Ithaca",2016-05-28,149,149,169,1.00303115208002,"16",-0.118708727544429,0.3,0.3
"629",163,2016,"296","041917A4C1",22334,"96","0419597CD2","041917A4C1","Yes","5/31/16",8,"041917A4C1_163_22334",14105534,6.203889,38.48824,"M",26569,"Short Cort",56.3,"Ithaca",2016-05-31,152,152,172,1.14615972259979,"16",-0.118708727544429,0.3,0.3
"630",163,2016,"225","04186EAF18",21071,"25","0417F908FC","04186EAF18","Yes","6/1/16",10,"04186EAF18_163_21071",14104271,5.853056,34.25826,"M",26569,"DMSO",56.3,"Ithaca",2016-06-01,153,153,173,0.396070989958852,"16",-0.118708727544429,0.3,0.3
"631",163,2016,"271","041917ABF0",26356,"71","041917CDC8","041917ABF0","Yes","5/29/16",10,"041917ABF0_163_26356",14109556,7.321111,53.59867,"M",26569,"Short Cort",56.3,"Ithaca",2016-05-29,150,150,170,3.53480333517451,"16",-0.118708727544429,0.3,0.3
"632",163,2016,"233","0417F8D3A0",21950,"33","041917A20C","0417F8D3A0","Yes","5/30/16",11,"0417F8D3A0_163_21950",14105150,6.097222,37.17612,"M",26569,"Control",56.3,"Ithaca",2016-05-30,151,151,171,0.918104240941739,"16",-0.118708727544429,0.3,0.3
"633",163,2018,"461","04198E36D1",19462,"61","04198E2053","04198E36D1","Yes","5/30/18",13,"04198E36D1_163_19462",14102662,5.406111,29.22604,"M",26569,"Control_Stress",2.1,"Ithaca",2018-05-30,150,150,170,-0.559505233967731,"18",-0.118708727544429,0,0
"634",163,2018,"218","04198EAA7E",18711,"18","04198E69FD","04198EAA7E","Yes","6/2/18",10,"04198EAA7E_163_18711",14101911,5.1975,27.01401,"M",26569,"Control_Stress",2.1,"Ithaca",2018-06-02,153,153,173,-1.0055199910646,"18",-0.118708727544429,0,0
"635",163,2018,"191","04195A627D",18437,"91","04198E3A62","04195A627D","Yes","6/1/18",11,"04195A627D_163_18437",14101637,5.121389,26.22862,"M",26569,"Control_Predator",2.1,"Ithaca",2018-06-01,152,152,172,-1.16824707953936,"18",-0.118708727544429,0,0
"636",163,2018,"185","041917B329",18954,"85","0419597D7E","041917B329","Yes","6/4/18",8,"041917B329_163_18954",14102154,5.265,27.72022,"M",26569,"Control_Control",2.1,"Ithaca",2018-06-04,155,155,175,-0.861203631577864,"18",-0.118708727544429,0,0
"637",163,2018,"2121","041917A152",19142,"121","04198E7BAF","041917A152","Yes","6/3/18",9,"041917A152_163_19142",14102342,5.317222,28.27285,"M",26569,"Control_Predator",2.1,"Ithaca",2018-06-03,154,154,174,-0.749551468682776,"18",-0.118708727544429,0,0
"638",163,2018,"268","04198E7C2B",19510,"68","04198E1F9C","04198E7C2B","Yes","5/29/18",14,"04198E7C2B_163_19510",14102710,5.419444,29.37038,"M",26569,"Control_Stress",2.1,"Ithaca",2018-05-29,149,149,169,-0.530998298760475,"18",-0.118708727544429,0,0
"639",163,2018,"238","041868F39C",18071,"38","04198E1000","041868F39C","Yes","5/31/18",12,"041868F39C_163_18071",14101271,5.019722,25.19761,"M",26569,"Control_Control",2.1,"Ithaca",2018-05-31,151,151,171,-1.38561246049469,"18",-0.118708727544429,0,0
"640",163,2018,"2109","04198E4E18",19232,"109","04195973B5","04198E4E18","Yes","5/29/18",14,"04198E4E18_163_19232",14102432,5.342222,28.53934,"M",26569,"Control_Predator",2.1,"Ithaca",2018-05-29,149,149,169,-0.696100965169169,"18",-0.118708727544429,0,0
"641",163,2018,"2103","04198EAB87",19193,"103","04198E0008","04198EAB87","Yes","5/31/18",12,"04198EAB87_163_19193",14102393,5.331389,28.42371,"M",26569,"Control_Stress",2.1,"Ithaca",2018-05-31,151,151,171,-0.719262850025066,"18",-0.118708727544429,0,0
"642",163,2018,"418","04198E478E",23253,"18","04198E1D8E","04198E478E","Yes","6/5/18",7,"04198E478E_163_23253",14106453,6.459167,41.72083,"M",26569,"Control_Stress",2.1,"Ithaca",2018-06-05,156,156,176,1.69194875292206,"18",-0.118708727544429,0,0
"643",163,2018,"463","041917D33E",19228,"63","0419596D99","041917D33E","Yes","5/30/18",13,"041917D33E_163_19228",14102428,5.341111,28.52747,"M",26569,"Control_Stress",2.1,"Ithaca",2018-05-30,150,150,170,-0.698476543103107,"18",-0.118708727544429,0,0
"644",163,2018,"286","04198EAC43",18509,"86","04198E7C3B","04198EAC43","Yes","5/31/18",12,"04198EAC43_163_18509",14101709,5.141389,26.43388,"M",26569,"Control_Predator",2.1,"Ithaca",2018-05-31,151,151,171,-1.12548667672847,"18",-0.118708727544429,0,0
"645",163,2018,"212","04198E15CA",18544,"12","0419599DAD","04198E15CA","Yes","5/31/18",12,"04198E15CA_163_18544",14101744,5.151111,26.53395,"M",26569,"Control_Control",2.1,"Ithaca",2018-05-31,151,151,171,-1.10470036980651,"18",-0.118708727544429,0,0
"646",163,2018,"490","04198E5371",18366,"90","04198E1AE1","04198E5371","Yes","6/4/18",8,"04198E5371_163_18366",14101566,5.101667,26.027,"M",26569,"Control_Control",2.1,"Ithaca",2018-06-04,155,155,175,-1.21041358786676,"18",-0.118708727544429,0,0
"647",163,2018,"22","04198E700D",19844,"2","04198EA35C","04198E700D","Yes","6/1/18",11,"04198E700D_163_19844",14103044,5.512222,30.38459,"M",26569,"Control_Control",2.1,"Ithaca",2018-06-01,152,152,172,-0.332637541276647,"18",-0.118708727544429,0,0
"648",163,2019,"1_47","04195A3D53",19502,"47","04195A3909","04195A3D53","Yes","6/4/19",8,"04195A3D53_163_19502",14102702,5.417222222,29.3462966,"M",26569,"Control_Control",58,"Ithaca",2019-06-04,155,155,175,-0.535749454628351,"19",-0.118708727544429,0.52,0.52
"649",163,2019,"1_81","04195A2012",19087,"81","04198E3A62","04195A2012","Yes","6/4/19",8,"04195A2012_163_19087",14102287,5.301944444,28.11061489,"M",26569,"Control_Control",58,"Ithaca",2019-06-04,155,155,175,-0.782215665274424,"19",-0.118708727544429,0.52,0.52
"650",163,2019,"1_86","041917B329",19315,"86","04198E29B8","041917B329","Yes","6/10/19",2,"041917B329_163_19315",14102515,5.365277778,28.78620563,"M",26569,"Control_Control",58,"Ithaca",2019-06-10,161,161,181,-0.646807723039955,"19",-0.118708727544429,0.52,0.52
"651",163,2019,"2_103","04198EAB87",20726,"103","04198E21F5","04198EAB87","Yes","5/29/19",14,"04198EAB87_163_20726",14103926,5.757222222,33.14560772,"M",26569,"Control_Control",58,"Ithaca",2019-05-29,149,149,169,0.191177393156694,"19",-0.118708727544429,0.52,0.52
"652",163,2019,"2_120","04198EA364",21310,"120","04198E8206","04198EA364","Yes","6/1/19",11,"04198EA364_163_21310",14104510,5.919444444,35.03982253,"M",26569,"Control_Control",58,"Ithaca",2019-06-01,152,152,172,0.53801177151165,"19",-0.118708727544429,0.52,0.52
"653",163,2019,"2_39","04198E700D",19196,"39","0419599DAD","04198E700D","Yes","6/1/19",11,"04198E700D_163_19196",14102396,5.332222222,28.43259383,"M",26569,"Control_Control",58,"Ithaca",2019-06-01,152,152,172,-0.717481166574612,"19",-0.118708727544429,0.52,0.52
"654",163,2019,"2_78","04198E747F",21024,"78","04195A6DE8","04198E747F","Yes","6/10/19",2,"04198E747F_163_21024",14104224,5.84,34.1056,"M",26569,"Control_Control",58,"Ithaca",2019-06-10,161,161,181,0.368157949235079,"19",-0.118708727544429,0.52,0.52
"655",164,2015,"278","041868D6F6",20599,"78","04186EA08B","041868D6F6","Yes","6/4/15",9,"041868D6F6_164_20599",14190199,5.721944,32.74065,"M",26896,"Low",10.8,"Ithaca",2015-06-04,155,155,175,0.115752793754161,"15",-0.00605937820412486,0.5,0.5
"656",164,2015,"297","041917C661",20746,"97","041917BB20","041917C661","Yes","6/8/15",5,"041917C661_164_20746",14190346,5.762778,33.20961,"M",26896,"DMSO",10.8,"Ithaca",2015-06-08,159,159,179,0.203055282826385,"15",-0.00605937820412486,0.5,0.5
"657",164,2015,"111","041917AF9F",21698,"11","041917B3F3","041917AF9F","Yes","6/9/15",4,"041917AF9F_164_21698",14191298,6.027222,36.32741,"M",26896,"Long",10.8,"Ithaca",2015-06-09,160,160,180,0.768442831103642,"15",-0.00605937820412486,0.5,0.5
"658",164,2015,"2122","04186ED0B4",19542,"122","0419179F46","04186ED0B4","Yes","6/3/15",10,"04186ED0B4_164_19542",14189142,5.428333,29.4668,"M",26896,"Low",10.8,"Ithaca",2015-06-03,154,154,174,-0.51199367528897,"15",-0.00605937820412486,0.5,0.5
"659",164,2015,"2118","04186EDC1F",20799,"118","0418946F4E","04186EDC1F","Yes","5/30/15",14,"04186EDC1F_164_20799",14190399,5.7775,33.37951,"M",26896,"High",10.8,"Ithaca",2015-05-30,150,150,170,0.234531690451064,"15",-0.00605937820412486,0.5,0.5
"660",164,2015,"227","04189458E9",19274,"27","0418943B12","04189458E9","Yes","5/29/15",15,"04189458E9_164_19274",14188874,5.353889,28.66413,"M",26896,"Low",10.8,"Ithaca",2015-05-29,149,149,169,-0.67115739686282,"15",-0.00605937820412486,0.5,0.5
"661",164,2015,"2119","041917A152",21018,"119","041917BF54","041917A152","Yes","6/7/15",6,"041917A152_164_21018",14190618,5.838333,34.08614,"M",26896,"Low",10.8,"Ithaca",2015-06-07,158,158,178,0.364594582334172,"15",-0.00605937820412486,0.5,0.5
"662",164,2015,"234","0417F8D3A0",20591,"34","04186EC5DA","0417F8D3A0","Yes","5/30/15",14,"0417F8D3A0_164_20591",14190191,5.719722,32.71522,"M",26896,"Long",10.8,"Ithaca",2015-05-30,150,150,170,0.111001637886285,"15",-0.00605937820412486,0.5,0.5
"663",164,2015,"225","04186EB852",19872,"25","0417F908FC","04186EB852","Yes","5/31/15",13,"04186EB852_164_19872",14189472,5.52,30.4704,"M",26896,"Control",10.8,"Ithaca",2015-05-31,151,151,171,-0.316008495739081,"15",-0.00605937820412486,0.5,0.5
"664",164,2015,"2109","041868DED0",19504,"109","04186EA0E2","041868DED0","Yes","6/4/15",9,"041868DED0_164_19504",14189104,5.417778,29.35232,"M",26896,"Low",10.8,"Ithaca",2015-06-04,155,155,175,-0.534561665661382,"15",-0.00605937820412486,0.5,0.5
"665",164,2015,"230","04186EB64A",20552,"30","04186E911F","04186EB64A","Yes","6/1/15",12,"04186EB64A_164_20552",14190152,5.708889,32.59141,"M",26896,"High",10.8,"Ithaca",2015-06-01,152,152,172,0.0878397530303889,"15",-0.00605937820412486,0.5,0.5
"666",164,2015,"272","041917BC6E",20593,"72","041868E6D5","041917BC6E","Yes","6/3/15",10,"041917BC6E_164_20593",14190193,5.720278,32.72158,"M",26896,"DMSO",10.8,"Ithaca",2015-06-03,154,154,174,0.112189426853254,"15",-0.00605937820412486,0.5,0.5
"667",164,2015,"295","04186EB588",21384,"95","04186EDF12","04186EB588","Yes","5/30/15",14,"04186EB588_164_21384",14190984,5.94,35.2836,"M",26896,"Control",10.8,"Ithaca",2015-05-30,150,150,170,0.581959963289504,"15",-0.00605937820412486,0.5,0.5
"668",164,2015,"248","041868DD5F",20913,"48","0418944F2B","041868DD5F","Yes","5/30/15",14,"041868DD5F_164_20913",14190513,5.809167,33.74642,"M",26896,"Long",10.8,"Ithaca",2015-05-30,150,150,170,0.302235661568298,"15",-0.00605937820412486,0.5,0.5
"669",164,2015,"224","041894311B",20343,"24","04186EA235","041894311B","Yes","5/30/15",14,"041894311B_164_20343",14189943,5.650833,31.93192,"M",26896,"High",10.8,"Ithaca",2015-05-30,150,150,170,-0.0362841940178745,"15",-0.00605937820412486,0.5,0.5
"670",164,2015,"223","04186EC024",21317,"23","04186E8BCC","04186EC024","Yes","6/1/15",12,"04186EC024_164_21317",14190917,5.921389,35.06285,"M",26896,"DMSO",10.8,"Ithaca",2015-06-01,152,152,172,0.542169032896042,"15",-0.00605937820412486,0.5,0.5
"671",164,2015,"2111","041868C602",20428,"111","041894557D","041868C602","Yes","5/29/15",15,"041868C602_164_20428",14190028,5.674444,32.19932,"M",26896,"Long",10.8,"Ithaca",2015-05-29,149,149,169,0.0141968370783091,"15",-0.00605937820412486,0.5,0.5
"672",164,2015,"249","04186EAF18",20254,"49","0418946C8B","04186EAF18","Yes","5/29/15",15,"04186EAF18_164_20254",14189854,5.626111,31.65313,"M",26896,"DMSO",10.8,"Ithaca",2015-05-29,149,149,169,-0.0891408030479963,"15",-0.00605937820412486,0.5,0.5
"673",164,2015,"294","041917A4C1",20515,"94","041917CDC2","041917A4C1","Yes","6/1/15",12,"041917A4C1_164_20515",14190115,5.698611,32.47417,"M",26896,"Low",10.8,"Ithaca",2015-06-01,152,152,172,0.0658656571414618,"15",-0.00605937820412486,0.5,0.5
"674",164,2015,"2106","04186EDC22",20104,"106","041868F0B6","04186EDC22","Yes","6/1/15",12,"04186EDC22_164_20104",14189704,5.584444,31.18602,"M",26896,"Control",10.8,"Ithaca",2015-06-01,152,152,172,-0.178224975570673,"15",-0.00605937820412486,0.5,0.5
"675",164,2015,"243","041894677A",20610,"43","04186ECD76","041894677A","Yes","5/30/15",14,"041894677A_164_20610",14190210,5.725,32.77562,"M",26896,"Low",10.8,"Ithaca",2015-05-30,150,150,170,0.122285633072491,"15",-0.00605937820412486,0.5,0.5
"676",164,2015,"257","041917AA74",20438,"57","04189461DA","041917AA74","Yes","5/30/15",14,"041917AA74_164_20438",14190038,5.677222,32.23085,"M",26896,"DMSO",10.8,"Ithaca",2015-05-30,150,150,170,0.0201357819131543,"15",-0.00605937820412486,0.5,0.5
"677",164,2015,"285","041868BD7F",21047,"85","0418945F71","041868BD7F","Yes","5/29/15",15,"041868BD7F_164_21047",14190647,5.846389,34.18026,"M",26896,"Low",10.8,"Ithaca",2015-05-29,149,149,169,0.381817522355223,"15",-0.00605937820412486,0.5,0.5
"678",164,2016,"277","041868D041",18916,"77","04186ED2D1","041868D041","Yes","5/25/16",16,"041868D041_164_18916",14188516,5.254444,27.60919,"M",26896,"Short Cort",65.9,"Ithaca",2016-05-25,146,146,166,-0.883771621950276,"16",-0.00605937820412486,1,1
"679",164,2016,"298","041917B55B",19214,"98","041959C00D","041917B55B","Yes","6/2/16",9,"041917B55B_164_19214",14188814,5.337222,28.48594,"M",26896,"Short Cort",65.9,"Ithaca",2016-06-02,154,154,174,-0.706791065871891,"16",-0.00605937820412486,1,1
"680",164,2016,"221","04186EC024",19149,"21","0418944F2B","04186EC024","Yes","5/29/16",12,"04186EC024_164_19149",14188749,5.319167,28.29353,"M",26896,"Control",65.9,"Ithaca",2016-05-29,150,150,170,-0.745394207298384,"16",-0.00605937820412486,1,1
"681",164,2016,"465","041917D33E",19522,"65","04195977FE","041917D33E","Yes","6/7/16",5,"041917D33E_164_19522",14189122,5.422778,29.40652,"M",26896,"Control",65.9,"Ithaca",2016-06-07,159,159,179,-0.52387156495866,"16",-0.00605937820412486,1,1
"682",164,2016,"473","0417CAA06A",18661,"73","0419598F4E","0417CAA06A","Yes","6/6/16",6,"0417CAA06A_164_18661",14188261,5.183611,26.86982,"M",26896,"Short Cort",65.9,"Ithaca",2016-06-06,158,158,178,-1.03521471523883,"16",-0.00605937820412486,1,1
"683",164,2016,"2105","04186EA049",23506,"105","041917B272","04186EA049","Yes","5/29/16",12,"04186EA049_164_23506",14193106,6.529444,42.63364,"M",26896,"Predator",65.9,"Ithaca",2016-05-29,150,150,170,1.84220405724364,"16",-0.00605937820412486,1,1
"684",164,2016,"275","041917CBCB",20189,"75","0418946F4E","041917CBCB","Yes","5/27/16",14,"041917CBCB_164_20189",14189789,5.608056,31.45029,"M",26896,"DMSO",65.9,"Ithaca",2016-05-27,148,148,168,-0.12774394447449,"16",-0.00605937820412486,1,1
"685",164,2016,"2126","0418945C34",19116,"126","041917A424","0418945C34","Yes","5/30/16",12,"0418945C34_164_19116",14188716,5.31,28.1961,"M",26896,"Long Cort",65.9,"Ithaca",2016-05-30,151,151,171,-0.764992725253373,"16",-0.00605937820412486,1,1
"686",164,2016,"259","04191798B9",20487,"59","041959BEB6","04191798B9","Yes","6/4/16",7,"04191798B9_164_20487",14190087,5.690833,32.38558,"M",26896,"DMSO",65.9,"Ithaca",2016-06-04,156,156,176,0.0492366116038954,"16",-0.00605937820412486,1,1
"687",164,2016,"2106","041917C0C0",18078,"106","041917A917","041917C0C0","Yes","5/30/16",12,"041917C0C0_164_18078",14187678,5.021667,25.21714,"M",26896,"Long Cort",65.9,"Ithaca",2016-05-30,151,151,171,-1.3814551991103,"16",-0.00605937820412486,1,1
"688",164,2016,"223","041917CB1E",19131,"23","0418944A22","041917CB1E","Yes","5/27/16",14,"041917CB1E_164_19131",14188731,5.314167,28.24037,"M",26896,"Low Tape",65.9,"Ithaca",2016-05-27,148,148,168,-0.756084308001105,"16",-0.00605937820412486,1,1
"689",164,2016,"2118","04186ED791",19022,"118","0419179244","04186ED791","Yes","5/24/16",18,"04186ED791_164_19022",14188622,5.283889,27.91948,"M",26896,"Low Tape",65.9,"Ithaca",2016-05-24,145,145,165,-0.820818806700917,"16",-0.00605937820412486,1,1
"690",164,2016,"2121","041917A152",19202,"121","041959947F","041917A152","Yes","6/7/16",3,"041917A152_164_19202",14188802,5.333889,28.45037,"M",26896,"Short Cort",65.9,"Ithaca",2016-06-07,159,159,179,-0.713917799673705,"16",-0.00605937820412486,1,1
"691",164,2016,"296","041917A4C1",22518,"96","0419597CD2","041917A4C1","Yes","5/31/16",9,"041917A4C1_164_22518",14192118,6.255,39.12503,"M",26896,"Short Cort",65.9,"Ithaca",2016-05-31,152,152,172,1.25543630756094,"16",-0.00605937820412486,1,1
"692",164,2016,"466","04195980BA",19724,"66","0419179966","04195980BA","Yes","6/5/16",7,"04195980BA_164_19724",14189324,5.478889,30.01822,"M",26896,"Predator",65.9,"Ithaca",2016-06-05,157,157,177,-0.403904879294789,"16",-0.00605937820412486,1,1
"693",164,2016,"472","0419179480",19642,"72","0419597D74","0419179480","Yes","6/5/16",7,"0419179480_164_19642",14189242,5.456111,29.76915,"M",26896,"Short Cort",65.9,"Ithaca",2016-06-05,157,157,177,-0.452604226940519,"16",-0.00605937820412486,1,1
"694",164,2016,"476","041917B8EB",20418,"76","0419597016","041917B8EB","Yes","6/3/16",9,"041917B8EB_164_20418",14190018,5.671667,32.1678,"M",26896,"Low Tape",65.9,"Ithaca",2016-06-03,155,155,175,0.00825789224346399,"16",-0.00605937820412486,1,1
"695",164,2016,"284","041868BD7F",22102,"84","0418945F71","041868BD7F","Yes","5/28/16",12,"041868BD7F_164_22102",14191702,6.139444,37.69278,"M",26896,"Low Tape",65.9,"Ithaca",2016-05-28,149,149,169,1.00837620243139,"16",-0.00605937820412486,1,1
"696",164,2016,"233","0417F8D3A0",21492,"33","041917A20C","0417F8D3A0","Yes","5/30/16",12,"0417F8D3A0_164_21492",14191092,5.97,35.6409,"M",26896,"Control",65.9,"Ithaca",2016-05-30,151,151,171,0.646100567505832,"16",-0.00605937820412486,1,1
"697",164,2016,"484","041917B6D3",26202,"84","041959BE4B","041917B6D3","Yes","6/2/16",10,"041917B6D3_164_26202",14195802,7.278333,52.97414,"M",26896,"Short Cort",65.9,"Ithaca",2016-06-02,154,154,174,3.44334358471789,"16",-0.00605937820412486,1,1
"698",164,2018,"2103","04198EAB87",19119,"103","04198E0008","04198EAB87","Yes","5/31/18",13,"04198EAB87_164_19119",14188719,5.310833,28.20495,"M",26896,"Control_Stress",0.1,"Ithaca",2018-05-31,151,151,171,-0.76321104180292,"18",-0.00605937820412486,0.766666666666667,0.766666666666667
"699",164,2018,"418","04198E478E",20018,"18","04198E1D8E","04198E478E","Yes","6/5/18",8,"04198E478E_164_20018",14189618,5.560556,30.91978,"M",26896,"Control_Stress",0.1,"Ithaca",2018-06-05,156,156,176,-0.229299901150342,"18",-0.00605937820412486,0.766666666666667,0.766666666666667
"700",164,2018,"22","04198E700D",19002,"2","04198EA35C","04198E700D","Yes","6/1/18",12,"04198E700D_164_19002",14188602,5.278333,27.8608,"M",26896,"Control_Control",0.1,"Ithaca",2018-06-01,152,152,172,-0.832696696370608,"18",-0.00605937820412486,0.766666666666667,0.766666666666667
"701",164,2018,"463","041917D33E",19627,"63","0419596D99","041917D33E","Yes","5/30/18",14,"041917D33E_164_19627",14189227,5.451944,29.7237,"M",26896,"Control_Stress",0.1,"Ithaca",2018-05-30,150,150,170,-0.461512644192786,"18",-0.00605937820412486,0.766666666666667,0.766666666666667
"702",164,2018,"212","04198E15CA",18500,"12","0419599DAD","04198E15CA","Yes","5/31/18",13,"04198E15CA_164_18500",14188100,5.138889,26.40818,"M",26896,"Control_Control",0.1,"Ithaca",2018-05-31,151,151,171,-1.13083172707983,"18",-0.00605937820412486,0.766666666666667,0.766666666666667
"703",164,2018,"2121","041917A152",18759,"121","04198E7BAF","041917A152","Yes","6/3/18",10,"041917A152_164_18759",14188359,5.210833,27.15278,"M",26896,"Control_Predator",0.1,"Ithaca",2018-06-03,154,154,174,-0.977013055857345,"18",-0.00605937820412486,0.766666666666667,0.766666666666667
"704",164,2018,"191","04195A627D",18520,"91","04198E3A62","04195A627D","Yes","6/1/18",12,"04195A627D_164_18520",14188120,5.144444,26.46531,"M",26896,"Control_Predator",0.1,"Ithaca",2018-06-01,152,152,172,-1.11895383741014,"18",-0.00605937820412486,0.766666666666667,0.766666666666667
"705",164,2018,"175","04198E87A4",20222,"75","04198E6774","04198E87A4","Yes","6/6/18",7,"04198E87A4_164_20222",14189822,5.617222,31.55319,"M",26896,"Control_Stress",0.1,"Ithaca",2018-06-06,157,157,177,-0.108145426519501,"18",-0.00605937820412486,0.766666666666667,0.766666666666667
"706",164,2018,"185","041917B329",18381,"85","0419597D7E","041917B329","Yes","6/4/18",9,"041917B329_164_18381",14187981,5.105833,26.06953,"M",26896,"Control_Control",0.1,"Ithaca",2018-06-04,155,155,175,-1.20150517061449,"18",-0.00605937820412486,0.766666666666667,0.766666666666667
"707",164,2018,"461","04198E36D1",20041,"61","04198E2053","04198E36D1","Yes","5/30/18",14,"04198E36D1_164_20041",14189641,5.566944,30.99087,"M",26896,"Control_Stress",0.1,"Ithaca",2018-05-30,150,150,170,-0.215640328030198,"18",-0.00605937820412486,0.766666666666667,0.766666666666667
"708",164,2018,"218","04198EAA7E",18810,"18","04198E69FD","04198EAA7E","Yes","6/2/18",11,"04198EAA7E_164_18810",14188410,5.225,27.30063,"M",26896,"Control_Stress",0.1,"Ithaca",2018-06-02,153,153,173,-0.946724437199634,"18",-0.00605937820412486,0.766666666666667,0.766666666666667
"709",164,2018,"268","04198E7C2B",19686,"68","04198E1F9C","04198E7C2B","Yes","5/29/18",15,"04198E7C2B_164_19686",14189286,5.468333,29.90267,"M",26896,"Control_Stress",0.1,"Ithaca",2018-05-29,149,149,169,-0.4264728696672,"18",-0.00605937820412486,0.766666666666667,0.766666666666667
