"","Illumination","dayofyear","starttime","endtime","site","NestNumber","year","nest","Sunrise","Sunset","Illumination.sc","dayofyear.sc","starttime.sc","endtime.sc","starttime.sq","starttime.sqrt","starttime.log","starttime.sqrtsc","Sunrisetime.sc","Sunsettime.sc"
"332",83.1,154,17460,76920,"AK","AK12",2007,12,19123,1379,0.567344733646601,0.120229481298202,-0.982368732064203,-0.232750511771885,304851600,132.136293273271,9.76766782939359,-1.00221855966542,-0.095190912262903,-1.09385318447875
"333",73.7,155,23760,77520,"AK","AK12",2007,12,19209,1314,0.265234284127977,0.212501293739502,1.47585461128272,-0.0856106615768462,564537600,154.142790943982,10.0757587734766,1.46882941623426,-0.0534829054491295,-1.09561764769566
"334",62.9,156,23220,77700,"AK","AK12",2007,12,19300,1244,-0.0818713387232083,0.304773106180802,1.26514975328156,-0.0414687065183345,539168400,152.381101190404,10.0527692552519,1.27101420888593,-0.00935001451827613,-1.09751783885233
"335",51.2,157,20100,72540,"AK","AK12",2007,12,19396,1168,-0.457902430145326,0.397044918622102,0.0477439070526044,-1.30687141819567,404010000,141.774468787578,9.90847509404717,0.0800251690898597,0.0372077605296571,-1.09958090353672
"336",39.4,158,23400,78060,"AK","AK12",2007,12,19496,1088,-0.837147462519769,0.489316731063402,1.33538470594861,0.046815203598689,547560000,152.970585407784,10.0604913013458,1.3372057403135,0.0857054428712542,-1.10175255057292
"337",10.2,137,19440,81420,"AK","AK13",2007,13,18499,1580,-1.7756182205989,-1.4483913302039,-0.209784252726597,0.870798364690908,377913600,139.427400463467,9.87508807801443,-0.183520558102915,-0.397816450074469,-1.0883969213003
"338",17.7,138,19020,82140,"AK","AK13",2007,13,18487,1617,-1.53457264917447,-1.3561195177626,-0.373665808949726,1.04736618492496,361760400,137.913016064475,9.85324633609938,-0.353566539969674,-0.403636171955461,-1.08739253454605
"339",26.5,139,18840,81480,"AK","AK13",2007,13,18482,1649,-1.2517458453698,-1.2638477053213,-0.443900761616781,0.885512349710412,354945600,137.258879494188,9.84373754813035,-0.427017702992313,-0.40606105607254,-1.08652387573157
"340",36,140,16500,83100,"AK","AK13",2007,13,18483,1674,-0.946421454898846,-1.17157589288,-1.3569551462885,1.28278994523702,272250000,128.452325786651,9.71111565988867,-1.41588094871559,-0.405576079249124,-1.08584523603276
"341",45.8,141,16800,83100,"AK","AK13",2007,13,18490,1694,-0.631455241570919,-1.0793040804387,-1.2398968918434,1.28278994523702,282240000,129.614813968157,9.72913416539135,-1.28534840733166,-0.402181241485213,-1.08530232427371
"342",55.6,142,15540,82680,"AK","AK13",2007,13,18503,1706,-0.316489028242991,-0.987032267997398,-1.73154156051279,1.17979205010049,241491600,124.659536337979,9.65117262392164,-1.84176265103792,-0.395876542780805,-1.08497657721828
"343",65.1,143,16920,83880,"AK","AK13",2007,13,18522,1713,-0.011164637772041,-0.894760455556098,-1.19307359006537,1.47407175049057,286286400,130.076900332073,9.73625163316022,-1.2334620239857,-0.386661983135901,-1.08478655810262
"344",74.1,144,14160,84000,"AK","AK13",2007,13,18548,1713,0.27809004793728,-0.802488643114798,-2.27000953096021,1.50349972052958,200505600,118.995798245148,9.55817636724771,-2.47772793546135,-0.374052585727086,-1.08478655810262
"345",82.1,145,15600,81900,"AK","AK13",2007,13,18580,1707,0.535205324123344,-0.710216830673498,-1.70812990962377,0.98851024484694,243360000,124.899959967968,9.65502619323763,-1.81476615513333,-0.358533327377775,-1.08494943163033
"346",89,146,18780,80880,"AK","AK13",2007,13,18617,1695,0.756967249833823,-0.617945018232198,-0.467312412505799,0.738372499515373,352688400,137.040140105007,9.84054775276225,-0.451579336241385,-0.340589184911384,-1.08527517868576
"347",94.5,147,16740,85620,"AK","AK13",2007,13,18661,1676,0.933734002211742,-0.525673205790898,-1.26330854273242,1.90077731605618,280227600,129.383151917087,9.72555634404347,-1.31136109008362,-0.319250204681082,-1.08579094485686
"348",98.2,148,15780,82860,"AK","AK13",2007,13,18711,1652,1.0526498174478,-0.433401393349598,-1.63789495695672,1.223934005159,249008400,125.618469979538,9.66649859439987,-1.73408667872051,-0.295001363510283,-1.08644243896772
"349",99,149,15960,80280,"AK","AK13",2007,13,18766,1621,1.0783613450664,-0.341129580908298,-1.56766000428966,0.591232649320334,254721600,126.33289357883,9.6778408710038,-1.65386605409489,-0.268327638222405,-1.08728395219424
"350",99.8,150,19920,71760,"AK","AK13",2007,13,18827,1584,1.10407287268501,-0.248857768466998,-0.0224910456144506,-1.49815322344922,396806400,141.138230115019,9.89947953113859,0.00858371086501786,-0.23874405199403,-1.08828833894849
"351",99.1,151,21600,81540,"AK","AK13",2007,13,18893,1542,1.08157528601873,-0.156585956025698,0.633035179278063,0.900226334729916,466560000,146.969384566991,9.98044859367226,0.66334770926725,-0.206735581648576,-1.08942845364249
"352",96.1,152,20940,80700,"AK","AK13",2007,13,18965,1493,0.985157057448954,-0.0643141435843981,0.375507019498861,0.694230544456861,438483600,144.706599711278,9.94941648442453,0.409265936634809,-0.171817250362626,-1.09075858745216
"353",90.7,153,20940,80220,"AK","AK13",2007,13,19041,1439,0.811604246023362,0.027957668856902,0.375507019498861,0.57651866430083,438483600,144.706599711278,9.94941648442453,0.409265936634809,-0.134959011783013,-1.0922244492016
"354",83.1,154,18480,77280,"AK","AK13",2007,13,19123,1379,0.567344733646601,0.120229481298202,-0.584370666950891,-0.144466601654862,341510400,135.941163743731,9.82444434519567,-0.574980313249483,-0.095190912262903,-1.09385318447875
"355",73.7,155,23760,78840,"AK","AK13",2007,13,19209,1314,0.265234284127977,0.212501293739502,1.47585461128272,0.23809700885224,564537600,154.142790943982,10.0757587734766,1.46882941623426,-0.0534829054491295,-1.09561764769566
"356",62.9,156,23520,78660,"AK","AK13",2007,13,19300,1244,-0.0818713387232083,0.304773106180802,1.38220800772665,0.193955053793728,553190400,153.362316101447,10.0656064020126,1.38119208253651,-0.00935001451827613,-1.09751783885233
"357",51.2,157,21240,77460,"AK","AK13",2007,13,19396,1168,-0.457902430145326,0.397044918622102,0.492565273943953,-0.10032464659635,451137600,145.739493617893,9.96364147535587,0.525246699928126,0.0372077605296571,-1.09958090353672
"358",39.4,158,22620,72120,"AK","AK13",2007,13,19496,1088,-0.837147462519769,0.489316731063402,1.03103324439138,-1.4098693133322,511664400,150.399468084166,10.0265897496701,1.04850217860216,0.0857054428712542,-1.10175255057292
"359",94.5,147,15900,83220,"AK","AK16",2007,16,18661,1676,0.933734002211742,-0.525673205790898,-1.59107165517868,1.31221791527603,252810000,126.095202129185,9.67407438820832,-1.68055576112247,-0.319250204681082,-1.08579094485686
"360",98.2,148,15540,81480,"AK","AK16",2007,16,18711,1652,1.0526498174478,-0.433401393349598,-1.73154156051279,0.885512349710412,241491600,124.659536337979,9.65117262392164,-1.84176265103792,-0.295001363510283,-1.08644243896772
"361",99,149,15960,80100,"AK","AK16",2007,16,18766,1621,1.0783613450664,-0.341129580908298,-1.56766000428966,0.547090694261822,254721600,126.33289357883,9.6778408710038,-1.65386605409489,-0.268327638222405,-1.08728395219424
"362",99.8,150,18300,80940,"AK","AK16",2007,16,18827,1584,1.10407287268501,-0.248857768466998,-0.654605619617946,0.753086484534877,334890000,135.277492584687,9.81465633882951,-0.649502088534195,-0.23874405199403,-1.08828833894849
"363",99.1,151,19860,82080,"AK","AK16",2007,16,18893,1542,1.08157528601873,-0.156585956025698,-0.045902696503469,1.03265219990545,394419600,140.925512239623,9.89646293759916,-0.0153017834694712,-0.206735581648576,-1.08942845364249
"364",96.1,152,19200,81600,"AK","AK16",2007,16,18965,1493,0.985157057448954,-0.0643141435843981,-0.303430856282671,0.91494031974942,368640000,138.56406460551,9.86266555801587,-0.280462123101019,-0.171817250362626,-1.09075858745216
"365",90.7,153,17520,80820,"AK","AK16",2007,16,19041,1439,0.811604246023362,0.027957668856902,-0.958957081175185,0.723658514495869,306950400,132.363136862194,9.77109836449038,-0.976746928529865,-0.134959011783013,-1.0922244492016
"366",83.1,154,18300,78060,"AK","AK16",2007,16,19123,1379,0.567344733646601,0.120229481298202,-0.654605619617946,0.046815203598689,334890000,135.277492584687,9.81465633882951,-0.649502088534195,-0.095190912262903,-1.09385318447875
"367",73.7,155,22860,80820,"AK","AK16",2007,16,19209,1314,0.265234284127977,0.212501293739502,1.12467984794745,0.723658514495869,522579600,151.19523802025,10.0371439373488,1.13785695550787,-0.0534829054491295,-1.09561764769566
"368",62.9,156,18420,80820,"AK","AK16",2007,16,19300,1244,-0.0818713387232083,0.304773106180802,-0.607782317839909,0.723658514495869,339296400,135.720300618588,9.8211923098093,-0.599780414860475,-0.00935001451827613,-1.09751783885233
"369",51.2,157,19440,77100,"AK","AK16",2007,16,19396,1168,-0.457902430145326,0.397044918622102,-0.209784252726597,-0.188608556713374,377913600,139.427400463467,9.87508807801443,-0.183520558102915,0.0372077605296571,-1.09958090353672
"370",39.4,158,22800,78180,"AK","AK16",2007,16,19496,1088,-0.837147462519769,0.489316731063402,1.10126819705843,0.0762431736376968,519840000,150.996688705415,10.0345158149425,1.11556240914796,0.0857054428712542,-1.10175255057292
"371",28.1,159,20460,79800,"AK","AK16",2007,16,19599,1003,-1.20032279013258,0.581588543504702,0.188213812386715,0.473520769164303,418611600,143.03845636751,9.92622703950562,0.22195479358932,0.135658055683099,-1.10405992554888
"372",18,160,27780,78720,"AK","AK16",2007,16,19707,913,-1.52493082631749,0.673860355946002,3.04443522084695,0.208669038813232,771728400,166.673333200005,10.2320716163083,2.87584890393241,0.188035552612024,-1.10650302846461
"373",9.7,161,20100,72840,"AK","AK16",2007,16,19818,818,-1.79168792536053,0.766132168387302,0.0477439070526044,-1.23330149309815,404010000,141.774468787578,9.90847509404717,0.0800251690898597,0.241867980011197,-1.10908185932009
"374",3.8,162,24480,68340,"AK","AK16",2007,16,19933,720,-1.98131044154775,0.858403980828602,1.75679442195094,-2.33685036956095,599270400,156.460857724864,10.1056117366263,1.72911864138082,0.297640314704033,-1.11174212693944
"375",0.7,163,22140,76980,"AK","AK16",2007,16,20051,617,-2.08094261106985,0.950675793269902,0.843740037279228,-0.218036526752381,490179600,148.795161211647,10.0051412062626,0.868359054085987,0.354867579867118,-1.11453812249854
"376",0.3,164,20460,76920,"AK","AK16",2007,16,20172,510,-2.09379837487915,1.0429476057112,0.188213812386715,-0.232750511771885,418611600,143.03845636751,9.92622703950562,0.22195479358932,0.41354977550045,-1.11744270040946
"377",2.4,165,22440,79920,"AK","AK16",2007,16,20296,399,-2.02630561488031,1.1352194181525,0.96079829172432,0.50294873920331,503553600,149.799866488592,10.0186003596366,0.981174595119367,0.473686901604031,-1.12045586067218
"378",6.9,166,21480,75300,"AK","AK16",2007,16,20423,284,-1.88167827202565,1.2274912305938,0.586211877500026,-0.630028107298491,461390400,146.56056768449,9.9748775486228,0.617442806763781,0.535278958177859,-1.12357760328672
"379",10.2,137,17582,82210,"AK","AK17",2007,17,18499,1580,-1.7756182205989,-1.4483913302039,-0.934765041923199,1.06453250078104,309126724,132.597134207342,9.77463093041112,-0.950472022147841,-0.397816450074469,-1.0883969213003
"380",17.7,138,19345,81648,"AK","AK17",2007,17,18487,1617,-1.53457264917447,-1.3561195177626,-0.246852699967543,0.926711507765023,374229025,139.086304142428,9.87018926713461,-0.221821308467747,-0.403636171955461,-1.08739253454605
"381",26.5,139,18852,80188,"AK","AK17",2007,17,18482,1649,-1.2517458453698,-1.2638477053213,-0.439218431438977,0.568671205623761,355397904,137.302585554679,9.84437428804362,-0.42211007189501,-0.40606105607254,-1.08652387573157
"382",36,140,18334,82305,"AK","AK17",2007,17,18483,1674,-0.946421454898846,-1.17157589288,-0.641339017447502,1.08782964372859,336135556,135.403101884706,9.81651253852172,-0.635397772108641,-0.405576079249124,-1.08584523603276
"383",45.8,141,17185,82011,"AK","AK17",2007,17,18490,1694,-0.631455241570919,-1.0793040804387,-1.0896721319722,1.01573111713302,295324225,131.091571048638,9.75179218928393,-1.11952749165394,-0.402181241485213,-1.08530232427371
"384",55.6,142,18334,82045,"AK","AK17",2007,17,18503,1706,-0.316489028242991,-0.987032267997398,-0.641339017447502,1.02406904197741,336135556,135.403101884706,9.81651253852172,-0.635397772108641,-0.395876542780805,-1.08497657721828
"385",65.1,143,20900,83290,"AK","AK17",2007,17,18522,1713,-0.011164637772041,-0.894760455556098,0.359899252239516,1.32938423113211,436810000,144.56832294801,9.9475044379529,0.393739226246781,-0.386661983135901,-1.08478655810262
"386",74.1,144,22291,82555,"AK","AK17",2007,17,18548,1713,0.27809004793728,-0.802488643114798,0.902659358683258,1.14913791464319,496888681,149.30170796076,10.0119382885409,0.925237769537372,-0.374052585727086,-1.08478655810262
"387",82.1,145,21375,85009,"AK","AK17",2007,17,18580,1707,0.535205324123344,-0.710216830673498,0.545241488444244,1.7509399019409,456890625,146.201915172134,9.96997729380496,0.577170720856749,-0.358533327377775,-1.08494943163033
"388",89,146,21263,81492,"AK","AK17",2007,17,18617,1695,0.756967249833823,-0.617945018232198,0.501539740118077,0.888455146714313,452115169,145.818380185764,9.9647237520067,0.534104651646705,-0.340589184911384,-1.08527517868576
"389",94.5,147,19544,85000,"AK","AK17",2007,17,18661,1676,0.933734002211742,-0.525673205790898,-0.169204057852299,1.74873280418798,381967936,139.79985693841,9.88042361293758,-0.141698463906414,-0.319250204681082,-1.08579094485686
"390",98.2,148,18196,85242,"AK","AK17",2007,17,18711,1652,1.0526498174478,-0.433401393349598,-0.695185814492244,1.80807921043331,331094416,134.892549831338,9.80895706868989,-0.692726231954614,-0.295001363510283,-1.08644243896772
"391",99,149,15042,81838,"AK","AK17",2007,17,18766,1621,1.0783613450664,-0.341129580908298,-1.92585826289164,0.973305793660119,226261764,122.645831563898,9.61860156738635,-2.06787591906042,-0.268327638222405,-1.08728395219424
"392",99.8,150,23172,82115,"AK","AK17",2007,17,18827,1584,1.10407287268501,-0.248857768466998,1.24642043257034,1.0412353578335,536941584,152.223519864704,10.0506999322165,1.25331984326104,-0.23874405199403,-1.08828833894849
"393",99.1,151,16597,81268,"AK","AK17",2007,17,18893,1542,1.08157528601873,-0.156585956025698,-1.31910631068458,0.833522935974832,275460409,128.829344483312,9.71697723512072,-1.3735465754227,-0.206735581648576,-1.08942845364249
"394",96.1,152,17004,80983,"AK","AK17",2007,17,18965,1493,0.985157057448954,-0.0643141435843981,-1.16029727882074,0.763631507132188,289136016,130.399386501624,9.74120388947868,-1.19725095539814,-0.171817250362626,-1.09075858745216
"395",90.7,153,16200,78477,"AK","AK17",2007,17,19041,1439,0.811604246023362,0.027957668856902,-1.47401340073359,0.149077399484241,262440000,127.279220613579,9.69276652122048,-1.54760564234083,-0.134959011783013,-1.0922244492016
"396",83.1,154,19777,75876,"AK","AK17",2007,17,19123,1379,0.567344733646601,0.120229481298202,-0.078288813566611,-0.488773851111253,391129729,140.630722105804,9.89227492532203,-0.0484029417903534,-0.095190912262903,-1.09385318447875
"397",73.7,155,25626,70710,"AK","AK17",2007,17,19209,1314,0.265234284127977,0.212501293739502,2.20395695393119,-1.75564796129054,656691876,160.081229380587,10.1513627400695,2.13564003273271,-0.0534829054491295,-1.09561764769566
"398",10.2,137,18559,81207,"AK","AK19",2007,19,18499,1580,-1.7756182205989,-1.4483913302039,-0.553545326613683,0.818563717871669,344436481,136.231420751602,9.8287101255783,-0.542388166942453,-0.397816450074469,-1.0883969213003
"399",17.7,138,19380,81268,"AK","AK19",2007,19,18487,1617,-1.53457264917447,-1.3561195177626,-0.233195903615616,0.833522935974832,375584400,139.212068442359,9.87199688544476,-0.207699587536296,-0.403636171955461,-1.08739253454605
"400",26.5,139,22671,81233,"AK","AK19",2007,19,18482,1649,-1.2517458453698,-1.2638477053213,1.05093314764704,0.824939778046788,513974241,150.568921095955,10.0288418536888,1.06752958260157,-0.40606105607254,-1.08652387573157
"401",36,140,17772,82132,"AK","AK19",2007,19,18483,1674,-0.946421454898846,-1.17157589288,-0.860628147441307,1.04540432025569,315843984,133.311664905964,9.7853794640558,-0.870239371638597,-0.405576079249124,-1.08584523603276
"402",45.8,141,16952,81095,"AK","AK19",2007,19,18490,1694,-0.631455241570919,-1.0793040804387,-1.18058737625789,0.791097612501929,287370304,130.199846390078,9.73814109994814,-1.21965675554519,-0.402181241485213,-1.08530232427371
"403",55.6,142,19103,82996,"AK","AK19",2007,19,18503,1706,-0.316489028242991,-0.987032267997398,-0.341279691886584,1.25728570453654,364924609,138.213602803776,9.85760066976365,-0.319814497057266,-0.395876542780805,-1.08497657721828
"404",65.1,143,21600,84136,"AK","AK19",2007,19,18522,1713,-0.011164637772041,-0.894760455556098,0.633035179278063,1.53685141990712,466560000,146.969384566991,9.98044859367226,0.66334770926725,-0.386661983135901,-1.08478655810262
"405",74.1,144,23959,83756,"AK","AK19",2007,19,18548,1713,0.27809004793728,-0.802488643114798,1.55350325339797,1.44366284811693,574033681,154.78695035435,10.0840993151314,1.54116027191904,-0.374052585727086,-1.08478655810262
"406",82.1,145,22602,82305,"AK","AK19",2007,19,18580,1707,0.535205324123344,-0.710216830673498,1.02400974912467,1.08782964372859,510850404,150.339615537622,10.0257936769201,1.04178150381772,-0.358533327377775,-1.08494943163033
"407",89,146,22395,81596,"AK","AK19",2007,19,18617,1695,0.756967249833823,-0.617945018232198,0.943239553557556,0.913959387414786,501536025,149.649590711101,10.0165929986414,0.964300549037485,-0.340589184911384,-1.08527517868576
"408",94.5,147,20676,82236,"AK","AK19",2007,19,18661,1676,0.933734002211742,-0.525673205790898,0.272495755587181,1.07090856095616,427496976,143.79151574415,9.93672888631593,0.30651372142156,-0.319250204681082,-1.08579094485686
"409",98.2,148,18153,81726,"AK","AK19",2007,19,18711,1652,1.0526498174478,-0.433401393349598,-0.711964164296041,0.945839688290378,329531409,134.733069437314,9.80659111529043,-0.71063383864179,-0.295001363510283,-1.08644243896772
"410",99,149,17565,80101,"AK","AK19",2007,19,18766,1621,1.0783613450664,-0.341129580908298,-0.941398343008421,0.547335927345481,308529225,132.533014754815,9.77366356469993,-0.957671815852172,-0.268327638222405,-1.08728395219424
"411",99.8,150,22870,76645,"AK","AK19",2007,19,18827,1584,1.10407287268501,-0.248857768466998,1.12858178976228,-0.300189609777945,523036900,151.22830422907,10.0375812870168,1.14156986746675,-0.23874405199403,-1.08828833894849
"412",99.1,151,23976,81147,"AK","AK19",2007,19,18893,1542,1.08157528601873,-0.156585956025698,1.56013655448319,0.803849732852165,574848576,154.841854806767,10.0848086089965,1.54732533907529,-0.206735581648576,-1.08942845364249
"413",96.1,152,23380,80387,"AK","AK19",2007,19,18965,1493,0.985157057448954,-0.0643141435843981,1.32758082231894,0.617472589271783,546624400,152.905199388379,10.0596362350261,1.32986372736265,-0.171817250362626,-1.09075858745216
"414",90.7,153,19345,73872,"AK","AK19",2007,19,19041,1439,0.811604246023362,0.027957668856902,-0.246852699967543,-0.980220950762684,374229025,139.086304142428,9.87018926713461,-0.221821308467747,-0.134959011783013,-1.0922244492016
"415",83.1,154,22170,66917,"AK","AK19",2007,19,19123,1379,0.567344733646601,0.120229481298202,0.855445862723737,-2.68581704760685,491508900,148.895936814945,10.0064953026104,0.879674864274196,-0.095190912262903,-1.09385318447875
"416",73.7,155,30681,69492,"AK","AK19",2007,19,19209,1314,0.265234284127977,0.212501293739502,4.17638854133099,-2.05434185718647,941323761,175.15992692394,10.3313988494741,3.82878473941172,-0.0534829054491295,-1.09561764769566
"417",10.2,137,17315,81069,"AK","AK21",2007,21,18499,1580,-1.7756182205989,-1.4483913302039,-1.03894688837933,0.78472155232681,299809225,131.58647346897,9.75932845683652,-1.06395628526164,-0.397816450074469,-1.0883969213003
"418",17.7,138,20183,79332,"AK","AK21",2007,21,18487,1617,-1.53457264917447,-1.3561195177626,0.0801300241157465,0.358751686012172,407353489,142.066885656018,9.91259594490012,0.112859840089681,-0.403636171955461,-1.08739253454605
"419",26.5,139,20969,79540,"AK","AK21",2007,21,18482,1649,-1.2517458453698,-1.2638477053213,0.386822650761887,0.409760167413119,439698961,144.806767797641,9.95080043558675,0.420513530448318,-0.40606105607254,-1.08652387573157
"420",36,140,16727,81821,"AK","AK21",2007,21,18483,1674,-0.946421454898846,-1.17157589288,-1.26838106709171,0.969136831237926,279792529,129.332903779355,9.72477945931201,-1.31700331270769,-0.405576079249124,-1.08584523603276
"421",45.8,141,16502,81190,"AK","AK21",2007,21,18490,1694,-0.631455241570919,-1.0793040804387,-1.35617475792553,0.814394755449476,272316004,128.460110540198,9.71123686466429,-1.41500682054748,-0.402181241485213,-1.08530232427371
"422",55.6,142,19172,81890,"AK","AK21",2007,21,18503,1706,-0.316489028242991,-0.987032267997398,-0.314356293364213,0.986057914010355,367565584,138.462991445368,9.86120616027952,-0.291811345113755,-0.395876542780805,-1.08497657721828
"423",65.1,143,21756,81415,"AK","AK21",2007,21,18522,1713,-0.011164637772041,-0.894760455556098,0.693905471589511,0.869572199272616,473323536,147.499152539938,9.98764486054285,0.722833870892645,-0.386661983135901,-1.08478655810262
"424",74.1,144,21453,81812,"AK","AK21",2007,21,18548,1713,0.27809004793728,-0.802488643114798,0.575676634599968,0.966929733485,460231209,146.468426631817,9.9736197747165,0.607096546076977,-0.374052585727086,-1.08478655810262
"425",82.1,145,16857,80482,"AK","AK21",2007,21,18580,1707,0.535205324123344,-0.710216830673498,-1.21765582349884,0.64076973221933,284158449,129.834510050294,9.73252127978031,-1.26067934971052,-0.358533327377775,-1.08494943163033
"426",89,146,21298,80551,"AK","AK21",2007,21,18617,1695,0.756967249833823,-0.617945018232198,0.515196536470004,0.65769081499176,453604804,145.938343145316,9.96636845057533,0.547574956318516,-0.340589184911384,-1.08527517868576
"427",94.5,147,18550,80870,"AK","AK21",2007,21,18661,1676,0.933734002211742,-0.525673205790898,-0.557057074247036,0.735920168678789,344102500,136.198384718762,9.82822506803558,-0.546097690525057,-0.319250204681082,-1.08579094485686
"428",98.2,148,17980,81095,"AK","AK21",2007,21,18711,1652,1.0526498174478,-0.433401393349598,-0.779467757692711,0.791097612501929,323280400,134.089522334894,9.79701530802561,-0.782895939982307,-0.295001363510283,-1.08644243896772
"429",99,149,17418,78201,"AK","AK21",2007,21,18766,1621,1.0783613450664,-0.341129580908298,-0.998756887686516,0.0813930683945232,303386724,131.977270770387,9.76525943325269,-1.02007475103924,-0.268327638222405,-1.08728395219424
"430",99.8,150,19086,80542,"AK","AK21",2007,21,18827,1584,1.10407287268501,-0.248857768466998,-0.347912992971806,0.655483717238834,364275396,138.152090103625,9.8567103609772,-0.326721585839685,-0.23874405199403,-1.08828833894849
"431",10.2,137,18559,80577,"AK","AK24",2007,24,18499,1580,-1.7756182205989,-1.4483913302039,-0.553545326613683,0.664066875166878,344436481,136.231420751602,9.8287101255783,-0.542388166942453,-0.397816450074469,-1.0883969213003
"432",17.7,138,20494,81864,"AK","AK24",2007,24,18487,1617,-1.53457264917447,-1.3561195177626,0.201480414557158,0.979681853835237,420004036,143.157256190526,9.92788743935966,0.2352944929179,-0.403636171955461,-1.08739253454605
"433",26.5,139,19310,81942,"AK","AK24",2007,24,18482,1649,-1.2517458453698,-1.2638477053213,-0.26050949631947,0.998810034360592,372876100,138.960426021224,9.86837837542256,-0.235955810071149,-0.40606105607254,-1.08652387573157
"434",36,140,18723,81648,"AK","AK24",2007,24,18483,1674,-0.946421454898846,-1.17157589288,-0.489553480850367,0.926711507765023,350550729,136.832013797941,9.83750799360215,-0.474949256230569,-0.405576079249124,-1.08584523603276
"435",45.8,141,17038,82771,"AK","AK24",2007,24,18490,1694,-0.631455241570919,-1.0793040804387,-1.1470306766503,1.2021082607134,290293444,130.529690109186,9.74320142260279,-1.18261952832899,-0.402181241485213,-1.08530232427371
"436",55.6,142,16710,81924,"AK","AK24",2007,24,18503,1706,-0.316489028242991,-0.987032267997398,-1.27501436817693,0.994395838854741,279224100,129.267165204471,9.72376262158944,-1.32438491312577,-0.395876542780805,-1.08497657721828
"437",65.1,143,20745,83264,"AK","AK24",2007,24,18522,1713,-0.011164637772041,-0.894760455556098,0.299419154109552,1.323008170957,430355025,144.031246609894,9.94006053276697,0.333432428769806,-0.386661983135901,-1.08478655810262
"438",74.1,144,21401,83955,"AK","AK24",2007,24,18548,1713,0.27809004793728,-0.802488643114798,0.555386537162819,1.49246423176495,458002801,146.290806272985,9.97119292889014,0.587152053557606,-0.374052585727086,-1.08478655810262
"439",82.1,145,21833,83117,"AK","AK24",2007,24,18580,1707,0.535205324123344,-0.710216830673498,0.723950423563751,1.28695890765921,476679889,147.759940443951,9.99117786566312,0.752117014080295,-0.358533327377775,-1.08494943163033
"440",89,146,22913,80620,"AK","AK24",2007,24,18617,1695,0.756967249833823,-0.617945018232198,1.14536013956608,0.674611897764189,525005569,151.370406618995,10.0394597140593,1.15752614675531,-0.340589184911384,-1.08527517868576
"441",94.5,147,17574,81847,"AK","AK24",2007,24,18661,1676,0.933734002211742,-0.525673205790898,-0.937886595375068,0.975512891413044,308845476,132.566964210545,9.77417581605579,-0.953859726571967,-0.319250204681082,-1.08579094485686
"442",98.2,148,17159,78615,"AK","AK24",2007,24,18711,1652,1.0526498174478,-0.433401393349598,-1.09981718069078,0.1829195650291,294431281,130.99236618979,9.75027809628562,-1.13066692734804,-0.295001363510283,-1.08644243896772
"443",99,149,17202,80024,"AK","AK24",2007,24,18766,1621,1.0783613450664,-0.341129580908298,-1.08303883088698,0.528452979903784,295908804,131.156395192915,9.75278093511142,-1.11224857008714,-0.268327638222405,-1.08728395219424
"444",99.8,150,21635,76974,"AK","AK24",2007,24,18827,1584,1.10407287268501,-0.248857768466998,0.64669197562999,-0.219507925254332,468073225,147.088408788728,9.98206765265899,0.67671260569958,-0.23874405199403,-1.08828833894849
"445",99.1,151,25021,84361,"AK","AK24",2007,24,18893,1542,1.08157528601873,-0.156585956025698,1.96788947413359,1.59202886373026,626050441,158.180276899492,10.1274707512478,1.92218740383292,-0.206735581648576,-1.08942845364249
"446",96.1,152,13703,79678,"AK","AK24",2007,24,18965,1493,0.985157057448954,-0.0643141435843981,-2.44832827189824,0.443602332957978,187772209,117.059813770568,9.5253700659462,-2.69511420877336,-0.171817250362626,-1.09075858745216
"447",90.7,153,19716,73881,"AK","AK24",2007,24,19041,1439,0.811604246023362,0.027957668856902,-0.102090658637113,-0.978013853009759,388720656,140.413674547745,9.88918576782527,-0.0727746040622243,-0.134959011783013,-1.0922244492016
"448",83.1,154,20511,75980,"AK","AK24",2007,24,19123,1379,0.567344733646601,0.120229481298202,0.20811371564238,-0.46326961041078,420701121,143.21661914736,9.9287166065819,0.241960193045309,-0.095190912262903,-1.09385318447875
"449",73.7,155,23630,78736,"AK","AK24",2007,24,19209,1314,0.265234284127977,0.212501293739502,1.42512936768985,0.212592768151766,558376900,153.720525630119,10.070272370181,1.42141442704668,-0.0534829054491295,-1.09561764769566
"450",62.9,156,23449,75730,"AK","AK24",2007,24,19300,1244,-0.0818713387232083,0.304773106180802,1.35450422084131,-0.52457788132538,549855601,153.130663160583,10.0625831290419,1.35518042274417,-0.00935001451827613,-1.09751783885233
"452",99.8,150,22317,75522,"AK","AK26",2007,26,18827,1584,1.10407287268501,-0.248857768466998,0.912804407401832,-0.575586362726327,498048489,149.388754596857,10.0131039988595,0.935011992458065,-0.23874405199403,-1.08828833894849
"453",99.1,151,29013,82296,"AK","AK26",2007,26,18893,1542,1.08157528601873,-0.156585956025698,3.52554464661628,1.08562254597567,841754169,170.332028696895,10.2754992843851,3.28667357205107,-0.206735581648576,-1.08942845364249
"454",51.2,157,22568,81760,"AK","AK26",2007,26,19396,1168,-0.457902430145326,0.397044918622102,1.01074314695423,0.954177613134764,509314624,150.226495665711,10.0242882526818,1.02907959028739,0.0372077605296571,-1.09958090353672
